 trial position no.            7
 
 
 
 
 
 
 
 
 
 
 
 
 
  Covariance matrix; NOT corrected for  scaling
   0.111264E+15  -0.188021E+14   0.815219E+13  -0.108758E+15   0.584844E+14   0.354669E+14
  -0.188021E+14   0.464759E+15  -0.671429E+14   0.385579E+14  -0.632990E+13  -0.225994E+14
   0.815219E+13  -0.671429E+14   0.172295E+15  -0.222846E+14   0.164815E+14   0.713746E+13
  -0.108758E+15   0.385579E+14  -0.222846E+14   0.635310E+15  -0.122355E+15  -0.221488E+15
   0.584844E+14  -0.632990E+13   0.164815E+14  -0.122355E+15   0.377329E+15  -0.309570E+14
   0.354669E+14  -0.225994E+14   0.713746E+13  -0.221488E+15  -0.309570E+14   0.500399E+15
 trial position no.           12
 
 
 
 
 
 
 
 
 
 
 
 
  Covariance matrix; NOT corrected for  scaling
   0.117771E+15  -0.193025E+14   0.883299E+13  -0.115805E+15   0.616588E+14   0.361569E+14
  -0.193025E+14   0.423392E+15  -0.618992E+14   0.376924E+14  -0.744334E+13  -0.239921E+14
   0.883299E+13  -0.618992E+14   0.155528E+15  -0.245662E+14   0.178120E+14   0.739814E+13
  -0.115805E+15   0.376924E+14  -0.245662E+14   0.647138E+15  -0.158515E+15  -0.255356E+15
   0.616589E+14  -0.744334E+13   0.178120E+14  -0.158515E+15   0.370486E+15  -0.625430E+14
   0.361569E+14  -0.239921E+14   0.739814E+13  -0.255356E+15  -0.625430E+14   0.587496E+15
 trial position no.           13
 
 
 
 
 
 
 
 
 
 
 
 
  Covariance matrix; NOT corrected for  scaling
   0.124741E+15  -0.196494E+14   0.941311E+13  -0.122468E+15   0.649620E+14   0.367583E+14
  -0.196494E+14   0.390254E+15  -0.574541E+14   0.365812E+14  -0.827870E+13  -0.248120E+14
   0.941311E+13  -0.574540E+14   0.142780E+15  -0.263782E+14   0.191922E+14   0.745818E+13
  -0.122468E+15   0.365812E+14  -0.263782E+14   0.662925E+15  -0.190045E+15  -0.282504E+15
   0.649620E+14  -0.827870E+13   0.191922E+14  -0.190045E+15   0.369570E+15  -0.880375E+14
   0.367583E+14  -0.248120E+14   0.745818E+13  -0.282504E+15  -0.880375E+14   0.681557E+15
 trial position no.           14
 
 
 
 
 
 
 
 
 
 
 
 
  Covariance matrix; NOT corrected for  scaling
   0.132353E+15  -0.200327E+14   0.999355E+13  -0.129565E+15   0.681675E+14   0.378448E+14
  -0.200327E+14   0.363416E+15  -0.537288E+14   0.355699E+14  -0.883574E+13  -0.253342E+14
   0.999355E+13  -0.537288E+14   0.132913E+15  -0.283374E+14   0.203481E+14   0.773049E+13
  -0.129565E+15   0.355699E+14  -0.283374E+14   0.684835E+15  -0.218146E+15  -0.307176E+15
   0.681675E+14  -0.883574E+13   0.203481E+14  -0.218146E+15   0.372539E+15  -0.109104E+15
   0.378448E+14  -0.253342E+14   0.773049E+13  -0.307176E+15  -0.109104E+15   0.779021E+15
 trial position no.           15
 
 
 
 
 
 
 
 
 
 
 
 
  Covariance matrix; NOT corrected for  scaling
   0.140022E+15  -0.226217E+14   0.115985E+14  -0.136904E+15   0.705055E+14   0.375382E+14
  -0.226217E+14   0.406713E+15  -0.605671E+14   0.384491E+14  -0.101796E+14  -0.285555E+14
   0.115985E+14  -0.605671E+14   0.147681E+15  -0.332151E+14   0.233618E+14   0.894524E+13
  -0.136904E+15   0.384491E+14  -0.332151E+14   0.711550E+15  -0.241968E+15  -0.313882E+15
   0.705055E+14  -0.101796E+14   0.233618E+14  -0.241968E+15   0.375608E+15  -0.120131E+15
   0.375382E+14  -0.285555E+14   0.894524E+13  -0.313882E+15  -0.120131E+15   0.934068E+15
 trial position no.           16
 
 
 
 
 
 
 
 
 
 
 
 
